iter	Logloss
150	0.4198655749
151	0.4194230781
152	0.4189462029
153	0.4185465782
154	0.418088362
155	0.4176340377
156	0.4172394587
157	0.4168175756
158	0.416351448
159	0.4158091002
160	0.4153887438
161	0.4149140184
162	0.4144987648
163	0.4140696134
164	0.4136392794
165	0.4131688981
166	0.4126643036
167	0.4122539605
168	0.4118859814
169	0.4113592985
170	0.4109350097
171	0.4105703371
172	0.4101429821
173	0.4097234584
174	0.4092915057
175	0.4088997677
176	0.4084841577
177	0.4081003211
178	0.4076176692
179	0.4071820052
180	0.4067739017
181	0.4062612811
182	0.4058701634
183	0.4053146605
184	0.4049018334
185	0.4044994224
186	0.4040774366
187	0.403701862
188	0.4033380078
189	0.4029845842
190	0.4026179802
191	0.402195844
192	0.4018409572
193	0.4014778897
194	0.4010929625
195	0.4007246567
196	0.4003938466
197	0.4000123114
198	0.3996405889
199	0.3993188938
200	0.3989619852
201	0.3985096611
202	0.3981959095
203	0.3978120466
204	0.3974573747
205	0.3968017056
206	0.396455749
207	0.3960982339
208	0.3956872048
209	0.3953321458
210	0.3949600569
211	0.3946144797
212	0.3942679215
213	0.3939159322
214	0.3935394971
215	0.3931904986
216	0.3928392437
217	0.3925124685
218	0.3922204747
219	0.3918437184
220	0.3914927322
221	0.3911571915
222	0.3908874519
223	0.3905189786
224	0.3902330663
225	0.3899314407
226	0.3895659967
227	0.3892706371
228	0.3889654829
229	0.3886145985
230	0.3882361901
231	0.3879149056
232	0.3875246138
233	0.3871980872
234	0.3866394615
235	0.3863237851
236	0.3859846154
237	0.3856220417
238	0.3853300885
239	0.3849689433
240	0.3847068265
241	0.3844129226
242	0.384043339
243	0.383693099
244	0.3832662869
245	0.382933101
246	0.3821717188
247	0.3818885739
248	0.3815265752
249	0.3812339541
250	0.3809003032
251	0.3806334947
252	0.3802305674
253	0.3798934507
254	0.3795488794
255	0.3792349997
256	0.3787747497
257	0.3784062203
258	0.378138202
259	0.3777758855
260	0.3774767023
261	0.377189196
262	0.3768647737
263	0.3765884954
264	0.3761941393
265	0.3759159559
266	0.3755615844
267	0.3752782578
268	0.3749846193
269	0.374611884
270	0.374341478
271	0.3740236475
272	0.3737295172
273	0.3733853162
274	0.37306621
275	0.3727303461
276	0.3723915424
277	0.3721209067
278	0.3718165797
279	0.3714350018
280	0.3711535725
281	0.37086018
282	0.3705480468
283	0.3702545026
284	0.3698954925
285	0.369499832
286	0.3692401161
287	0.3689029208
288	0.3686336141
289	0.368330466
290	0.3678273218
291	0.3675402168
292	0.3671640222
293	0.3668116639
294	0.3665206945
295	0.366257867
296	0.3659392489
297	0.3656559547
298	0.365372314
299	0.3650938841
300	0.3648412726
301	0.3645254114
302	0.3641821681
303	0.3638675235
304	0.3636335784
305	0.3633197621
306	0.3630658382
307	0.3628036303
308	0.362450236
309	0.3621822962
310	0.3619130731
311	0.3616599021
312	0.361423381
313	0.3611489251
314	0.36087447
315	0.3605583674
316	0.3602558712
317	0.3599726584
318	0.3597022546
319	0.35940998
320	0.3591124731
321	0.3588387051
322	0.3585747145
323	0.3582882186
324	0.3579831854
325	0.357715065
326	0.3574235829
327	0.3571531712
328	0.356756721
329	0.3564461672
330	0.3561767394
331	0.355936423
332	0.3556786098
333	0.3553909979
334	0.3550833924
335	0.3548449035
336	0.3546076127
337	0.3542708779
338	0.3540192646
339	0.3537839926
340	0.3535459066
341	0.3532952217
342	0.3530442391
343	0.3528131384
344	0.3524628566
345	0.3521923762
346	0.3519315789
347	0.3516729654
348	0.3514201397
349	0.3511743099
350	0.3509156364
351	0.3506785147
352	0.3504536423
353	0.3501225882
354	0.349893405
355	0.3496618597
356	0.3493791067
357	0.3491759088
358	0.3489436091
359	0.348717174
360	0.3484327078
361	0.3482020079
362	0.3479884933
363	0.3477165045
364	0.3474673594
365	0.347233245
366	0.3470251272
367	0.3467543769
368	0.3463716843
369	0.3461408285
370	0.3459175985
371	0.345702985
372	0.3454606856
373	0.3451870303
374	0.3449784526
375	0.3447286772
376	0.3445253006
377	0.3442902456
378	0.3441073418
379	0.3437193184
380	0.3434622493
381	0.3432120835
382	0.342972799
383	0.3427065564
384	0.3424686832
385	0.3422750552
386	0.3420531133
387	0.3418286879
388	0.3415865518
389	0.3413725173
390	0.341038902
391	0.3408110064
392	0.3405927914
393	0.3403918696
394	0.3402103287
395	0.3399858993
396	0.339787664
397	0.3395280398
398	0.3393084183
399	0.3389874138
400	0.3387768717
401	0.3385612299
402	0.3383877011
403	0.3380765527
404	0.337882988
405	0.3376947308
406	0.3374949372
407	0.3372464297
408	0.3369812329
409	0.3367530834
410	0.3365477526
411	0.3363726844
412	0.3360197072
413	0.3358331861
414	0.3356135117
415	0.3353987031
416	0.3351734901
417	0.3349634788
418	0.3347423093
419	0.3345567474
420	0.3343243738
421	0.3341232938
422	0.3339672777
423	0.3337746256
424	0.3335691419
425	0.3333566468
426	0.3331547668
427	0.332923179
428	0.3326643454
429	0.3324030464
430	0.3322054699
431	0.3319162176
432	0.3316110078
433	0.3313860734
434	0.3312003673
435	0.3310149959
436	0.3307777147
437	0.3306010437
438	0.3304448666
439	0.3302588184
440	0.3301117467
441	0.3299201706
442	0.3297134482
443	0.3295338405
444	0.3293395742
445	0.3291783253
446	0.3289897642
447	0.3287621612
448	0.3285816738
449	0.3284085963
450	0.3282733328
451	0.3280685169
452	0.3278601286
453	0.3276624467
454	0.3274792189
455	0.327306031
456	0.3270820203
457	0.3269025054
458	0.3267227893
459	0.3265232549
460	0.3263163579
461	0.326141446
462	0.3259585286
463	0.3257713923
464	0.3255898707
465	0.3253795193
466	0.325179096
467	0.3249806752
468	0.3248331387
469	0.3246525164
470	0.3244316631
471	0.3242468796
472	0.3241104136
473	0.3239445467
474	0.3236922261
475	0.3235437249
476	0.3232811563
477	0.3227428396
478	0.322551559
479	0.3223782337
480	0.3221948466
481	0.3219948663
482	0.3218043081
483	0.3216399828
484	0.3214854244
485	0.3213220343
486	0.3210716193
487	0.3209002553
488	0.3207197167
489	0.3205202973
490	0.3203372551
491	0.3201868864
492	0.3199963166
493	0.3198665433
494	0.3196744224
495	0.3195164073
496	0.319343961
497	0.319190735
498	0.3190076325
499	0.3188151083
500	0.3186646148
501	0.318500516
502	0.3183134921
503	0.3181720407
504	0.3179944786
505	0.3178368051
506	0.3175060868
507	0.3172461386
508	0.3170840593
509	0.3168803771
510	0.3167067936
511	0.3165102592
512	0.3163395955
513	0.3161746485
514	0.3159065204
515	0.3157556304
516	0.3155659726
517	0.3154370562
518	0.3152483106
519	0.3150660803
520	0.3149716709
521	0.3148087117
522	0.3145457448
523	0.3143544422
524	0.3141838164
525	0.3140308348
526	0.3138691305
527	0.3137011422
528	0.3135325564
529	0.3134018562
530	0.313230436
531	0.3130892583
532	0.3128752097
533	0.3127019921
534	0.3125110157
535	0.3123638414
536	0.3122343087
537	0.3120524777
538	0.3119054008
539	0.3117474764
540	0.3115505225
541	0.3113534967
542	0.3112108521
543	0.3110942065
544	0.310919928
545	0.310741654
546	0.3105922371
547	0.3104268156
548	0.3100749942
549	0.3099194984
550	0.3096327285
551	0.3095153758
552	0.3093407675
553	0.3091635217
554	0.3089650449
555	0.3088136955
556	0.3086498627
557	0.3084313204
558	0.3082692954
559	0.3081143737
560	0.3076985441
561	0.3076039857
562	0.3074444882
563	0.3073025737
564	0.3071498817
565	0.3070012382
566	0.3068630846
567	0.3067648676
568	0.3066239034
569	0.3064719532
570	0.3063255338
571	0.3061632472
572	0.3060236252
573	0.3058937379
574	0.3057608826
575	0.3056769809
576	0.3054786875
577	0.3053078155
578	0.3051786028
579	0.3050341445
580	0.3048873545
581	0.3047410563
582	0.3045842545
583	0.3044565348
584	0.3043075239
585	0.3041293791
586	0.3040021512
587	0.3038004781
588	0.3037144531
589	0.303563421
590	0.303411808
591	0.303282548
592	0.3031257577
593	0.3029968623
594	0.3028715234
595	0.3027082103
596	0.3025544175
597	0.3024006207
598	0.3022122507
599	0.3020769439
600	0.3019153973
601	0.301727878
602	0.3015920089
603	0.3014604497
604	0.3011282421
605	0.3009174273
606	0.3007631409
607	0.3005514971
608	0.3003920111
609	0.3002159127
610	0.3000570882
611	0.2999198684
612	0.2997846426
613	0.2996516166
614	0.299460096
615	0.2993263108
616	0.299182112
617	0.2991022431
618	0.2989747119
619	0.2988338822
620	0.2987098029
621	0.2984954803
622	0.2983761918
623	0.2982484761
624	0.2981036549
625	0.2980412831
626	0.2979108752
627	0.2977798358
628	0.2976613867
629	0.2975412476
630	0.2974108963
631	0.2972614742
632	0.2971276405
633	0.2970319992
634	0.296920892
635	0.2968007055
636	0.296660163
637	0.2964857525
638	0.296358688
639	0.2962270945
640	0.2961047911
641	0.2959782618
642	0.2958566257
643	0.2955451856
644	0.2953691209
645	0.295191052
646	0.2950441795
647	0.2949327947
648	0.2948191727
649	0.2946927305
650	0.2946039367
651	0.294460072
652	0.2943150343
653	0.2941583324
654	0.2940248642
655	0.2939055156
656	0.2937465559
657	0.2935732078
658	0.2934690609
659	0.2934071276
660	0.293253143
661	0.2931026725
662	0.2929777182
663	0.292858456
664	0.2927215202
665	0.2925955559
666	0.2924768833
667	0.2923529478
668	0.2922663233
669	0.2920927856
670	0.2919471364
671	0.291845933
672	0.2917157632
673	0.2915844302
674	0.2914343791
675	0.2912915495
676	0.291165967
677	0.2909987752
678	0.2908640051
679	0.29066972
680	0.2904892459
681	0.2904345083
682	0.2903560594
683	0.2902343828
684	0.2901090031
685	0.2899571763
686	0.2898354227
687	0.2897143178
688	0.2895865609
689	0.2894584915
690	0.2893514325
691	0.2892406643
692	0.2890939079
693	0.2889746253
694	0.2888347477
695	0.28860568
696	0.2884694308
697	0.2883673603
698	0.2881011714
699	0.2879981414
700	0.2878552407
701	0.2878043844
702	0.2876592532
703	0.2875130968
704	0.2873825878
705	0.2872770629
706	0.287143455
707	0.287046121
708	0.2869793235
709	0.2868416798
710	0.2866969442
711	0.2865299927
712	0.2864170767
713	0.2862947526
714	0.2861782103
715	0.2860465319
716	0.2859065912
717	0.2857358185
718	0.2856522633
719	0.2855292351
720	0.2853023706
721	0.2851732225
722	0.2850415256
723	0.2849227522
724	0.2847849218
725	0.2846540021
726	0.284528728
727	0.2844057511
728	0.2842622162
729	0.2841412451
730	0.2840517224
731	0.283947955
732	0.283835248
733	0.2836160442
734	0.2835008303
735	0.2833869042
736	0.2832774357
737	0.283146773
738	0.2830883008
739	0.2830090586
740	0.2828662299
741	0.2827170689
742	0.2826204489
743	0.2825267027
744	0.2823972207
745	0.2823180627
746	0.2821746484
747	0.2821293173
748	0.282032418
749	0.2819083989
750	0.2818132931
751	0.2817619475
752	0.2816529113
753	0.2815396967
754	0.2814188648
755	0.2813188497
756	0.2812116407
757	0.2811404145
758	0.2810910111
759	0.2809360563
760	0.2808159158
761	0.2807096544
762	0.2805889389
763	0.2804365703
764	0.2803218784
765	0.2801774508
766	0.2800454252
767	0.2799184693
768	0.2798060009
769	0.2796791046
770	0.2795604898
771	0.2794535989
772	0.2793344749
773	0.2792188543
774	0.2790411538
775	0.2789288492
776	0.2787539627
777	0.2787119265
778	0.2785704141
779	0.2784605392
780	0.2783500704
781	0.278300169
782	0.2781873164
783	0.2780494138
784	0.2779159584
785	0.2777262368
786	0.2776407562
787	0.2775045798
788	0.2773863549
789	0.2772759503
790	0.2771580885
791	0.2770504679
792	0.2769262224
793	0.2768057676
794	0.2766789508
795	0.276547604
796	0.2764471595
797	0.276411277
798	0.2762936075
799	0.2760579046
800	0.2759370497
801	0.2758616799
802	0.275751401
803	0.2756112547
804	0.2755144759
805	0.2753835014
806	0.2752696895
807	0.2751432904
808	0.2750248042
809	0.274939301
810	0.2748025543
811	0.2747168578
812	0.2746159262
813	0.2745010968
814	0.2744108501
815	0.2742839789
816	0.2741814587
817	0.2740092597
818	0.2739279843
819	0.2738035543
820	0.2736826313
821	0.2736308413
822	0.2735086693
823	0.2733675143
824	0.273243783
825	0.2731426196
826	0.273050259
827	0.2729548666
828	0.27286336
829	0.2728304475
830	0.2726845553
831	0.2725693475
832	0.2724809949
833	0.272321632
834	0.2722330985
835	0.272085576
836	0.2719667084
837	0.2718511446
838	0.2717336339
839	0.2716076497
840	0.271505108
841	0.2714081359
842	0.2712800216
843	0.2711596602
844	0.2710495078
845	0.2709934373
846	0.2709531496
847	0.2708328527
848	0.2707305056
849	0.2706206865
850	0.2705270612
851	0.270438404
852	0.2703385537
853	0.2702266532
854	0.2701400807
855	0.2700505205
856	0.2699474519
857	0.2698506598
858	0.2697535428
859	0.2695892635
860	0.2694814871
861	0.2692151963
862	0.2691457385
863	0.2689986356
864	0.2688961694
865	0.2688027868
866	0.2687525077
867	0.2686523772
868	0.2685532884
869	0.2684559892
870	0.268349775
871	0.2681960855
872	0.268092548
873	0.2679956667
874	0.2679406121
875	0.2678935034
876	0.2677807341
877	0.2676980838
878	0.2675803223
879	0.2674844181
880	0.2673708728
881	0.267226671
882	0.2671520098
883	0.2670314966
884	0.2669175958
885	0.2667921351
886	0.2667579764
887	0.2666476162
888	0.2665406004
889	0.2664842468
890	0.2663473372
891	0.2662711412
892	0.2661781429
893	0.2660493357
894	0.265966965
895	0.2658620876
896	0.2657813408
897	0.2655646953
898	0.2654344912
899	0.26531844
900	0.2652577639
901	0.2651718688
902	0.2650651805
903	0.2649876217
904	0.2648443637
905	0.2647580248
906	0.2646423193
907	0.2645567797
908	0.2644594734
909	0.2643525088
910	0.2643195793
911	0.2642560283
912	0.2641129413
913	0.2640736391
914	0.2639739997
915	0.2639268002
916	0.2638072462
917	0.2637003889
918	0.2635932241
919	0.2635076123
920	0.2634072562
921	0.2633100656
922	0.263238018
923	0.2631494453
924	0.2630497139
925	0.2629983081
926	0.2628895981
927	0.2628202531
928	0.2627327511
929	0.2625800171
930	0.2625489572
931	0.2623919564
932	0.262309479
933	0.2622092271
934	0.2621041697
935	0.2619896682
936	0.2619382955
937	0.2618315694
938	0.2617429371
939	0.2616572382
940	0.2615679659
941	0.2615297823
942	0.2614112479
943	0.2613323043
944	0.2612454396
945	0.2611699069
946	0.261077153
947	0.2608799559
948	0.2607837597
949	0.2606940171
950	0.2605877039
951	0.2604868427
952	0.2604030755
953	0.260314679
954	0.2601974218
955	0.2601206906
956	0.2600297821
957	0.2599392874
958	0.2598392949
959	0.2598079257
960	0.2597209793
961	0.2596256104
962	0.2595092298
963	0.2594213396
964	0.2593153588
965	0.2592456054
966	0.259124546
967	0.2590866947
968	0.258925354
969	0.2588383824
970	0.258789196
971	0.2586576037
972	0.2585684884
973	0.2584807173
974	0.2583918306
975	0.2583003805
976	0.2582713791
977	0.2581747315
978	0.2580862134
979	0.2579704589
980	0.2578238809
981	0.2577870544
982	0.2576808348
983	0.2575173409
984	0.2573900143
985	0.2573078244
986	0.2571844233
987	0.2570813376
988	0.2569962108
989	0.2569531993
990	0.2568523852
991	0.2567530743
992	0.2566592199
993	0.2566324702
994	0.2565400787
995	0.2564318246
996	0.2563471089
997	0.2562527564
998	0.2562062389
999	0.2561295751
